"discrepancy"
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: 1L DOOR LOUD NOISE UNBEARABLE, CABIN PRESSURE LEAK; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. COMPLIED WITH FIM TASK 52-10-00. ACCOMPLISHED CABIN PRESSURE LEAK TEST. NO UNBEARABLE LOUD NOISE NOTED AT THIS TIME, NO FAULT FOUND. PER AMM 05-51-91."
"AIRCRAFT WAS GROUNDED: FLIGHT ATTENDANT REPORTS AIRCRAFT LEFT AFT JUMPSEAT HAS A LEAKING LIQUID THATSMELLS LIKE ROTTEN EGGSACCOMPLISHED JOB CARD 08L00021001 AND 08L10038003. DURING GALLEY FLOOR INSPECTION FOUND BOTH AFT DOOR SILLS CLOGGED AND BACKING UP EMITTING FOUL ODOR. REMOVE AND REPLACED OF AFT SILL DRAIN FLOAT VALVE (AALA202509025536). DURING SOAK PROCEDURE FOUND THAT FORWARD DRAIN SILLS WERE ALSO CLOGGED. ALSO, REMOVED AND AND REPALCED FORWARD SILL DRAIN FLOAT VALVE (AALA202509026101). PER AMM 38-31-06. OPERATIONAL CHECK GOOD. NO LEAKS OR CLOG PRESENT."
"AIRCRAFT WAS GROUNDED: A YELLOW PUNGENT SMELLING FLUID WAS COMING FROM THE LEFT AFT CABIN DOOR SCUPPER DRAINS. REPLACED AFT SILL DRAIN FLOAT VALVE. PER AMM 38-31-06. OPERATIONAL CHECK GOOD."
"AIRCRAFT WAS GROUNDED: FLIGHT CREW REPORTED THAT THE L1 DOOR WILL NOT CLOSE. MAINTENANCE REPLACED UPPER HINGE ARM PIN AT ENTRY DOOR L1 PER AARD 52-10-00-4 AND ACCOMPLISHED ENTRY DOOR ARM ADJUSTMENT AT ENTRY DOOR L1 PER AMM 52-11-21."
"AIRCRAFT WAS GROUNDED: ENTRY DOOR EXTREMELY DIFFICULT TO OPERATE FROM THE OUTSIDE. FOUND L1 DOOR, DOOR STOP PINS OUT OF ADJUSTMENT. ADJUSTED AND OPERATIONAL CHECKED GOOD. PER AMM 52-11-00."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: IN ALL PHASE OF FLIGHT A PERSISTENT LIGHT AIR FRAME VIBRATION AND BUFFETING WAS FELT WITH AND WITHOUT AUTOPILOT ENGAGED; AIRCRAFT DIVERTED TO AND LANDED SAFELY AT DFW. INSPECTED AIRCRAFT PER AMM 05-51-67-280-801, FOUND APU DOOR OPEN. NO OTHER DEFECT NOTED AT THIS TIME."
"AIRCRAFT WAS GROUNDED: CATERING REPORTS AFT LEFT SERVICE DOOR EXTERIOR EMERGENCY LIGHT DAMAGED. REMOVED AND REPLACED L4 EMERGENCY EXTERIOR LIGHT ASSEMBLY. PER AMM 33-51-04."
"AIRCRAFT WAS GROUNDED: 1L DOOR WAS VERY DIFFICULT FOR THE AGENT TO OPEN ON ARRIVAL.**SUPPLEMENTAL REPORT FOR (AALA202404263142): ADJUSTED HORIZONTAL CONTROL ROD, OPERTIONAL CHECK GOOD NO DEFECTS NOTED AT THIS TIME. PER AMM 52-11-00-820-801**(CLOSED)."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFTER TAKEOFF LOUD NOISE FROM FLOOR THEN UNBEARABLY LOUD AIR BLOWING IN COCKPIT. ACCOMPANIED BY FREEZING TEMPERATURES, UNABLE TO CONTROL COCKPIT TEMP; FLIGHT ATTADNENTS REPORTED FREEZING AIR BLOWING NEAR LAVATORY AND MAIN CABIN DOOR PLUS LOUD AIRFLOW NOISE; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. ACCOMPLISHED FIM 21-51-00-810-802 REMOVED AND REPLACED LEFT PACK CRACKED DUCT ON WATER EXTRACTOR (AALA202502196117), PER AMM 21-51-15. ALSO REMOVED AND REPLACED LEFT PACK CONDENSER (AALA202502192721), PER AMM 21-51-12. OPERTIONAL AND LEAK CHECK GHOOD. CYCLED BOTH AIR CONDITIONING SYSTEMS MULTIPLE TIMES HOT AND COLD NO ICE OR LOUD SOUNDS NOTICED."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: DURING TAKEOFF ROLL AT APPROXIMATELY 130 KNOTS MASTER CAUTION ILLUMINATED, DUE TO ""AFT CARGO DOOR LIGHT"". AFT CARGO DOOR LIGHT REMAINED ON DURING RETURN. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. PERFORMED FIM 52-30-00-810-803. PSEU IS NOT SHOWING EXISTING FAULT, ALSO NO HISTORY. CONSIDERED AN INTERMITTENT FAULT. NO FAULT FOUND."
"AIRCRAFT WAS GROUNDED: AMBER ""MANUAL GEAR EXTENSION ACCESS DOOR OPEN"" LIGHT ON THE BACKEND OF THE AFT ELECTRONICS PANEL IS INOPERATIVE. FOUND MANUAL GEAR EXTENSION ACCESS DOOR OPEN AMBER LIGHT ASSEMBLY TERMINAL CONNECTION DISCONNECTED. RESECURED TERMINAL, PER SWPM20-30-00. OPERATIONAL CHECK GOOD."
"AIRCRAFT WAS GROUNDED: LAVATORY-D DOOR VERY DIFFICULT TO OPEN. REPEAT DISCREPANCY. ADJUSTED BI-FOLD DOOR. PER CMM 25-40-64. DOOR OPERATIONAL CHECK GOOD."
"AIRCRAFT WAS GROUNDED: FLIGHT ATTENDANT REPORTS THE MAIN CABIN DOOR WAS DIFFICULT FOR THE GATE AGENT TO OPEN. CONFIRMED CABIN MAIN DOOR WAS DIFFICULT TO OPEN. APPLIED CLAY TOALL DOOR STOPS, FOUND THE BOTTOM FORWARD AND AFT DOOR STOPS WERE NOT ADJUSTED CORRECTLY, CAUSING THE DOOR TO BECOME DIFFICULT TO OPEN. ADJUSTED THE FORWARD AND AFT BOTTOM DOOR STOPS. PER AMM 52-11-00-820-801. OPERATIONAL CHECK GOOD."
"AIRCRAFT WAS GROUNDED: UNABLE TO OPEN FORWARD CABIN DOOR 1L. REPLACED HINGE ARM PIN."
"AIRCRAFT WAS GROUNDED: REJECTED TAKE OFF DUE TO AFT ENTRY DOOR LIGHT ILLUMINATED. L4 DOOR WARNING SENSOR OUT OF RIG. ADJUSTED SENSOR PER AMM: 52-71-11."
"AIRCRAFT WAS GROUNDED: L1 DOOR PRESSURE STOP PAD LOWER RIGHT CORNER BROKEN. REMOVED & REPLACED L1 LOWER STOP BEARING PLATE."
"AIRCRAFT WAS GROUNDED: L1 DOOR PRESSURE STOP PAD UPPER RIGHT CORNER BROKEN. **SUPPLEMENTAL REPORT FOR AALA202305242403: REPLACED L1 DOOR UPPER RIGHT STOP BEARING PLATE PER AMM 52-11-01, ACCOMPLISHED SATISFACTORY OPERATIONAL. CHECK** (CLOSED)"
"AIRCRAFT WAS GROUNDED: GATE AGENT AND FLIGHT ATTENDANTS REPORT MAIN CABIN DOOR DIFFICULT TO CLOSE. ADJUSTED L1 DOOR HORIZONTAL CONTROL ROD PER AMM 52-11-00-820-801 SUBTASK 820-016."
"AIRCRAFT WAS GROUNDED: FORWARD ENTRY DOOR L1 INDICATOR LIGHT STAYS ILLUMINATED WHEN CLOSED. **SUPPLEMENTAL REPORT FOR (AALA202312266761): REMOVE AND REPLACED BRACKET FOR L1 DOOR SENSOR. PER IPC 52-11-00-02. OPERATIONAL CHECK GOOD. **(CLOSED)OD. ."
"AIRCRAFT WAS GROUNDED: LEFT REAR DOOR WILL NOT OPEN FROM OUTSIDE. **SUPPLEMENTAL REPORT FOR (AALA202311162992): REPLACED DAMAGE AFT ENTRY DOOR FUSELAGE HINGE TORQUE TUBE (AALA202311162992). REPLACED UPPER HINGE UPPER (AALA202311201558) AND LOWER GUIDE PLATES (AALA202311204536). PER AMM 52-13-41 AND AMM 20-50-11.**(CLOSED)."
"AIRCRAFT WAS GROUNDED: LEFT REAR DOOR WILL NOT OPEN FROM OUTSIDE. REPLACED DAMAGE AFT ENTRY DOOR FUSELAGE HINGE TORQUE TUBE (AALA202311162992). REPLACED UPPER HINGE UPPER (AALA202311201558) AND LOWER GUIDE PLATES (AALA202311204536). PER AMM 52-13-41 AND AMM 20-50-11.**(CLOSED)."
"AIRCRAFT WAS GROUNDED: 1L DOOR IS STILL DIFFICULT TO OPEN.**SUPPLEMENTAL REPORT FOR (AALA202312282949): PARTIAL WORK ACCOMPLISHED, ADJUSTED L-1 DOOR. PER AMM 52-11-00-820-801, OPERATIONAL CHECK GOOD.**(CLOSED)."
"AIRCRAFT WAS GROUNDED: LAVATORY-E DOOR NEEDS ADJUSTMENT (GETS STUCK). REMOVED AND REPLACED LAVATORY-E DOOR. OPERTIONAL CHECK GOOD. PER CMM 25-40-65."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFTER TAKEOFF THE LANDING GEAR WOULD NOT RETRACT; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA.**SUPPLEMENTAL REPORT FOR (AALA202405148631): REMOVED AND REPLACED MANUAL SYSTEM ACCESS DOOR SWITCH. PER AMM 32-34-11 ACCOMPLISHED ALL REQUIRED TEST PASSED PER JOB CARD 08L00007004**(CLOSED)."
"AIRCRAFT WAS GROUNDED: FORWARD LAVATORY DOOR DIFFICULT TO OPEN. READJUSTED FORWARD LAVATORY DOOR AS REQUIRED. OPERATIONAL CHECK GOOD. PER AMM 52-00-00."
"AIRCRAFT WAS GROUNDED: AFTER TAKEOFF LANDING GEAR DISAGREE WARNING LIGHT ILLUMINATED. WE RAN THE CHECKLIST AND FOUND MANUAL OVERRIDE DOOR WAS NOT FULLY CLOSED. IT WAS VERY STICKY AND TOOK SOME EFFORT TO GET IT TO THE CLOSED POSITION TO TURN INDICATOR LIGHT OFF. REMOVED DEBRIS FROM LANDING GEAR MANUAL EXTENSION DOOR AND VERIFIED ADJUSTMENT. OPERTIONAL CHECK GOOD. PER AMM 32-34-00."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: DURING CLIMBOUT THERE WERE CONTINUOUS AIRFRAME VIBRATIONS AS AIRCRAFT ACCELERATED TO CLIMB SPEED. AIRCRAFT EMERGENCY LANDED SAFELY AT PHL. UPON LANDING APU INLET DOOR WAS FULLY OPEN WHILE OM MEL 49-51. APU INLET SHOULD HAVE BEEN FULLY CLOSED, PER MEL 49-51. CLOSED AND VERFIED APU INLET PER MEL 49-51. NO FURTHER DAMAGE NOTED."
"AIRCRAFT WAS GROUNDED: GATE AGENT SAYS MAIN CABIN DOOR IS DIFFICULT TO OPEN. READJUSTED L1 DOOR. PER 52-11-21-400-802."
"AIRCRAFT WAS GROUNDED: STRONG SMELL OF FUMES FROM PREFLIGHT TO LANDING. DEFINITELY IN THE FLIGHT DECK AND FLIGHT ATTENDANTS ALSO REPORTED IN THE CABIN. DURING TROUBLESHOOTING FOUND OVERALL APU AREA CONTAMINATED WITH OIL AND SOOT STAINED PRIMARILY IN THE OIL COOLER AREA, BURNED OIL SMELL AND SOME SMOKE UPON DOORS OPENING. REMOVE AND REPLACED APU OIL COOLER. PER AMM 49-91-41. OPERTIONAL CHECK GOOD. NO LEAKS NOTED."
"AIRCRAFT WAS GROUNDED: FLIGHT DECK DOOR WILL NOT OPEN. LUBRICATED DOOR HINGE AND STRIKE. PER AMM 52-51-00."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: RIGHT AFTER LIFT OFF, STRONG FUME SMELL WAS PRESENT IN CABIN. IT SMELLED LIKE SOMETHING WAS BURNING BUT NO SMOKE WAS PRESENT. WE COULD NOT DETERMINE THE SOURCE OF THE FUMES. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT STL. ACCOMPLISHED J/C 08L00021001. FOUND P-91 D9 CIRCUIT BREAKER (DOOR AREA HEATER-FORWARD) POPPED. TROUBLESHOT PER FIM 21-45-00-810-801. OPERATIONAL CHECK FAILED BOTH DOOR AREA HEATERS DO NOT OPERATE. REPLACED RELAY R560. NO HELP. REF MIC 1519856 AND MIC 1519857 FOR CORRECTIVE ACTION. REMOVE AND REPLACED AFT ENTRY DOOR HEATER (AALA202509158023), PER AMM 21-45-01. ALSO, REPLACED RELAY R560 (AALA202509163759).**(CLOSED)."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFTER TAKEOFF LOUD SQUEAL COMING FROM THE DOOR POSSIBILITY OF A LEAK AT THJE FORWARD RIGHT SERVICE DOOR. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. INSPECTED R1 DOOR AND FOUND DEBRIS LODGED UNDER DOOR, REMOVED DEBRIS. ACCOMPLISHED CABIN PRESSURE LEAK TEST. PER AMM 05-51-91. NO LEAKS OR NOISE NOTED."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: LOUD VIBRATION FELT AFTER TAKEOFF AND FELT IN FLOOR ON THE RIGHTSIDE OF FUSELAGE. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA FOUND EXTERNAL POWER DOOR OPEN ACCOMPLISHED TASK 05-51-04-210-801. NO DAMAGE FOUND OK FOR SERVICE."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFTER TAKEOFF LOUD NOISE FROM FLOOR THEN UNBEARABLY LOUD AIR BLOWING IN COCKPIT. ACCOMPANIED BY FREEZING TEMPERATURES, UNABLE TO CONTROL COCKPIT TEMP; FLIGHT ATTADNENTS REPORTED FREEZING AIR BLOWING NEAR LAVATORY AND MAIN CABIN DOOR PLUS LOUD AIRFLOW NOISE; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. ACCOMPLISHED FIM 21-51-00-810-802 REMOVED AND REPLACED LEFT PACK CRACKED DUCT ON WATER EXTRACTOR (AALA202502196117), PER AMM 21-51-15. ALSO REMOVED AND REPLACED LEFT PACK CONDENSER (AALA202502192721), PER AMM 21-51-12. OPERTIONAL AND LEAK CHECK GHOOD. CYCLED BOTH AIR CONDITIONING SYSTEMS MULTIPLE TIMES HOT AND COLD NO ICE OR LOUD SOUNDS NOTICED."
"AIRCRAFT WAS GROUNDED: REJECTED TAKEOFF DUE TO MAIN CREW DOOR LITE CAME ON AT APPROXIMATELY 84 KNOTS. MAINTENANCE ADJUSTED HORIZONTAL CONTROL ROD ON LEFT HAND ENTRY DOOR."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT RETURNED TO DFW DUE TO GEAR FAILED TO RETRACT AFTER TAKEOFF. AIRCRAFT LANDED SAFELY AT DFW WITHOUT FURTHER INCIDENT. MAINTENANCE CLEANED MANUAL SYSTEM ACCESS DOOR SWITCH PER MM 32-34-00. ACCOMPLISHED FUNCTIONAL ALTERNATE LANDING GEAR TEST PER MM 32-31-51."
"AIRCRAFT WAS GROUNDED: AFT LAVATORY D DOOR STICKING AND DIFFICULT TO OPEN. NO FAULT FOUND, DOOR OPERATES NORMALLY."
"AIRCRAFT WAS GROUNDED: LIGHT AIRFRAME VIBRATION SIMILAR TO CONTINUOUS VERY LIGHT TURBULENCE DURING ALL ALTITUDES AND AIRSPEEDS. RIGHT AND LEFT NLG DOOR LOWER RED END BUSHINGS WORN. REMOVED AND REPLACED BUSHINGS PER AMM 32-22-11. FIT AND FAIR CHECK GOOD (AALA202312129297). RIGHT AND LEFT ELEVATORS FREEPLAY CHECKS FAIL, ALL PER JOB CARD 08C32527001. FOUND RIGHT AND LEFT ELEVATOR BALANCE PANELS WITH LOOSE HARDWARE. TORQUED PER AMM (AALA202312124118). LEFT AND RIGHT ELEVATOR TAB FOUND WITH LOOSE PUSHROD ENDS. REMOVED ELEVATOR TABS AND REPLACED BUSHINGS. REINSTALLED SAME TABS REF AMM 27-31-31. ELEVATOR TAB PUSHROD ADJUSTMENT ACCOMPLISHED PER AMM 27-31-00; NO ADJUSTMENTS MADE, CHECKED GOOD (AALA202312125127). LEFT AILERON BALANCE TAB FAILED FREEPLAY CHECK CARD 08C57227001. REMOVED BALANCE TAB AND REPLACED ATTACH POINT BEARING REF SRM 51-40-02. REINSTALLED AILERON TAB REF AMM 27-11-21. PERFORMED BALANCE TAB ADJUSTMENT PER AMM 27-11-00. NO DEFECTS (AALA202312121197)."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: VIBRATION AND NOISE DURING CLIMB; AIRCRAFT DIVERTED TO AND LANDED SAFELY AT MCO. EXTERNAL POWER RECEPTACLE DOOR FOUND OPEN, INSPECTED DOOR NO DAMGED NOTED. PER AMM 52-48-41."
"AIRCRAFT WAS GROUNDED: STRONG ODOR SMELL IN FLIGHT DECK AND FIRST CLASS CABIN COMING FROM FORWARD LAVATORY. LIQUID LEAKING IN TO GALLEY AREA FROM UNDER LAVATORY FLOOR PAN AT DOOR TRANSITION. FOUND COUPLING CLAMP FROM DISCHARGE DRAIN HEADING DOWN TO FORWARD E&E BETWEEN STA. 251.6-STA. 259.5 LOOSE. RESECURED CLAMP. PER AMM 20-50-11."
"AIRCRAFT WAS GROUNDED: LAVATORY-D DOOR DIFFICULT TO OPEN AND CLOSE. REINSTALLED AND ADJUSTED LAVATORY-D DOOR. OPERTYIONAL CHECK GOOD. PER AMM 25-40-14."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: AFT CARGO DOOR LIGHT ILLUMINATED ON MULITPLE OCCASION IT IS A REPEAT DISCREPANCY; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW. **SUPPLEMENTAL REPORT FOR (AALA202406036250): CHECKED FOR POWER AND GROUND AT INDICATION SWITCH PER FIM 52-30-00-810-803 ALL CHECKED GOOD. CHECKED FOR CONTINUITY OF INDICATION SWITCH, CHECKS GOOD. CHECKED EXTENSION OF AFT INDICATION SWITCH FOUND TO BE 8 MM, READJUSTED EXTENSION OF INDICATION SWITCH TO 21 MM PER AMM 52-71-31. OPERTIONAL CHECK GOOD OF AFT CARGO DOOR. PRESSURIZED AIRCRAFT TO 4, PUSHED ON AFT CARGO DOOR, CARGO DOOR INDICATED CLOSED**(CLOSED)."
"AIRCRAFT WAS GROUNDED: DOOR ON AFT RIGHT LAVATORY DIFFICULT TO OPEN AND CLOSE. ADJUSTED AFT LAVATORY RIGHT HAND DOOR. OPERATIONAL CHECKED GOOD."
"AIRCRAFT WAS GROUNDED: STRONG SMELL AND LEAKAGE FROM FORWARD LAVATORY ON TAKEOFF AND LANDING AS REPORTED BY FLIGHT ATTENDANT. TROUBLESHOOT PER FIM 38-1000-810-807, UPON OPENING SINK CAB DOOR FOUND WATER DRIPPING FROM B-NUT ON WATER HEATER. TIGHTENED B-NUT, PER AMM 38-13-01-0401 AND CLEANED RESIDUAL UNDER WATER HEATER. PERFORMED OPERATIONAL CHECK OF WATER AND WASTE LINES, NO LEAKS. PERFORMED GVI UNDERNEATH FORWARD LAVATORY FLOORBOARDS VIA FORWARD E&E COMPARTMENT. NO FLUIDS OR EVIDENCE OF PRIOR LEAKAGE."
"AIRCRAFT WAS GROUNDED: FLIGHT DECK DOOR WILL NOT OPEN CABIN SIDE. LUBRICATE COCKPIT DOOR STRIKE ASSEMBLY. PER AMM 52-51-00. OPERATIONAL CHECK GOOD."
"AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS NOT DECLARED DUE TO: DURING CLIMB AT AROUND 1500 FEET, THE NUMBER 4 FLIGHT ATTANDENT REPORTED A HIGH VOLUME AIR RUSHING OUT AROUND AIRCRAFT RIGHT AT ROW 16 EMERGENCY EXIT, STOPPED CLIMB AT 7,000, PRESSURIZATION READ 3.2 PSI AND ZERO FEET ON CABIN PRESSURE INDICATOR. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. REMOVED DEBRIS FROM EMERGENCY EXIT DOOR PRESSURE SEAL, ACCOMPLISHED PRESSURIZATION TESTS, PER AMM 05-51-91, NO LEAKS NOTED."
