"aircraft_serial_number","ata_chapter","ata_description","jasc_code","operator_control_number","failed_part","severity","jasc_description"
29505,53,"Fuselage","5320","AALA202212229381","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31109,53,"Fuselage","5320","AALA202212225738","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31111,55,"Stabilizers","5510","AALA202212234644","other",0,"HORIZONTAL STABILIZER STRUCTURE"
40584,53,"Fuselage","5310","AALA202212235828","other",0,"FUSELAGE MAIN, STRUCTURE"
29508,53,"Fuselage","5320","AALA202212272195","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40583,53,"Fuselage","5320","AALA202211081183","brake",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31265,56,"Windows","5610","AALA202211076327","window",0,"FLIGHT COMPARTMENT WINDOWS"
33343,53,"Fuselage","5310","AALA202212286846","other",0,"FUSELAGE MAIN, STRUCTURE"
33343,53,"Fuselage","5310","AALA202212285438","other",0,"FUSELAGE MAIN, STRUCTURE"
29504,53,"Fuselage","5320","AALA202211088264","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29546,52,"Doors","5250","AALA202211094434","door",0,"FIXED INNER DOORS"
29506,53,"Fuselage","5320","AALA202211081241","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29505,53,"Fuselage","5320","AALA202301062895","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5320","AALA202211149755","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5340","AALA202211146623","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29504,53,"Fuselage","5320","AALA202211147314","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5320","AALA202211146262","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29517,25,"Equipment / Furnishings","2560","AALA202211149318","door",1,"EMERGENCY EQUIPMENT"
40584,53,"Fuselage","5320","AALA202301044596","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40584,55,"Stabilizers","5510","AALA202301045034","other",0,"HORIZONTAL STABILIZER STRUCTURE"
44510,25,"Equipment / Furnishings","2560","AALA202510216829","pack",1,"EMERGENCY EQUIPMENT"
29506,53,"Fuselage","5310","AALA202211152647","other",0,"FUSELAGE MAIN, STRUCTURE"
31156,52,"Doors","5210","AALA202211174462","door",0,"PASSENGER/CREW DOORS"
30085,53,"Fuselage","5320","AALA202211150918","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5320","AALA202301060847","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29554,55,"Stabilizers","5510","AALA202301097849","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29554,55,"Stabilizers","5510","AALA202301101673","other",0,"HORIZONTAL STABILIZER STRUCTURE"
40584,53,"Fuselage","5320","AALA202301100718","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33230,52,"Doors","5250","AALA202211188973","door",0,"FIXED INNER DOORS"
44470,52,"Doors","5250","AALA202211181223","door",0,"FIXED INNER DOORS"
29555,53,"Fuselage","5330","AALA202211216512","other",0,"FUSELAGE MAIN, PLATE/SKIN"
31157,22,"Auto Flight","2210","AALA202211238506","CND",3,"AUTOPILOT SYSTEM"
44471,53,"Fuselage","5340","AALA202211289277","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29509,33,"Lights","3350","AALA202211289734","other",1,"EMERGENCY LIGHTING"
29506,53,"Fuselage","5310","AALA202211299262","control rod",0,"FUSELAGE MAIN, STRUCTURE"
30084,53,"Fuselage","5340","AALA202211308059","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31109,53,"Fuselage","5320","AALA202212015204","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30905,55,"Stabilizers","5510","AALA202212014769","other",0,"HORIZONTAL STABILIZER STRUCTURE"
40583,53,"Fuselage","5320","AALA202212011133","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33487,52,"Doors","5250","AALA202212099597","door",0,"FIXED INNER DOORS"
29544,52,"Doors","5250","AALA202212097137","door",0,"FIXED INNER DOORS"
29512,53,"Fuselage","5320","AALA202302213737","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31091,73,"Engine - Fuel And Control","7320","AALA202212052414","engine",3,"FUEL CONTROLLING SYSTEM"
29554,53,"Fuselage","5320","AALA202212200616","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29554,53,"Fuselage","5320","AALA202212209361","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29503,55,"Stabilizers","5520","AALA202212131787","other",0,"ELEVATOR STRUCTURE"
31111,55,"Stabilizers","5510","AALA202212216665","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31111,55,"Stabilizers","5510","AALA202212210213","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33486,33,"Lights","3350","AALA202212226003","other",1,"EMERGENCY LIGHTING"
30903,55,"Stabilizers","5510","AALA202212141696","other",0,"HORIZONTAL STABILIZER STRUCTURE"
44450,33,"Lights","3350","AALA202212158400","pack",1,"EMERGENCY LIGHTING"
29505,53,"Fuselage","5340","AALA202301183293","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29505,53,"Fuselage","5320","AALA202212165787","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30095,33,"Lights","3350","AALA202212156043","pack",1,"EMERGENCY LIGHTING"
33314,33,"Lights","3350","AALA202212203896","other",1,"EMERGENCY LIGHTING"
29554,53,"Fuselage","5320","AALA202212218868","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5320","AALA202212272815","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44479,33,"Lights","3350","AALA202212279379","other",1,"EMERGENCY LIGHTING"
29569,52,"Doors","5250","AALA202212274297","CND",0,"FIXED INNER DOORS"
30600,52,"Doors","5250","AALA202301037491","latch",0,"FIXED INNER DOORS"
29505,33,"Lights","3350","AALA202301310611","other",1,"EMERGENCY LIGHTING"
33223,25,"Equipment / Furnishings","2560","AALA202211141078","other",1,"EMERGENCY EQUIPMENT"
40584,55,"Stabilizers","5510","AALA202301042309","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29554,55,"Stabilizers","5510","AALA202301094301","other",0,"HORIZONTAL STABILIZER STRUCTURE"
40584,52,"Doors","5250","AALA202211215483","latch",0,"FIXED INNER DOORS"
30904,52,"Doors","5210","AALA202211223151","door",0,"PASSENGER/CREW DOORS"
29506,53,"Fuselage","5320","AALA202211221718","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30903,53,"Fuselage","5340","AALA202211238160","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
40583,53,"Fuselage","5320","AALA202211253876","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40583,53,"Fuselage","5320","AALA202211252293","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5320","AALA202211291048","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31217,21,"Air Conditioning","2160","AALA202211283024","valve",3,"CABIN TEMPERATURE CONTROL SYSTEM"
31109,53,"Fuselage","5320","AALA202211291011","brake",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,53,"Fuselage","5320","AALA202211297282","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31109,53,"Fuselage","5310","AALA202211293002","control rod",0,"FUSELAGE MAIN, STRUCTURE"
30084,53,"Fuselage","5340","AALA202211304264","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29512,53,"Fuselage","5320","AALA202302216783","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40583,53,"Fuselage","5320","AALA202212018029","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30903,55,"Stabilizers","5510","AALA202212065896","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33220,33,"Lights","3350","AALA202212062137","door",1,"EMERGENCY LIGHTING"
40583,53,"Fuselage","5310","AALA202212070803","other",0,"FUSELAGE MAIN, STRUCTURE"
30600,53,"Fuselage","5340","AALA202212132267","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
30085,52,"Doors","5270","AALA202212297786","CND",0,"DOOR WARNING SYSTEM"
33343,53,"Fuselage","5310","AALA202212299320","control rod",0,"FUSELAGE MAIN, STRUCTURE"
33343,53,"Fuselage","5310","AALA202212298532","control rod",0,"FUSELAGE MAIN, STRUCTURE"
44472,52,"Doors","5210","AALA202212284243","hinge",0,"PASSENGER/CREW DOORS"
40769,53,"Fuselage","5340","AALA202212289953","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29508,53,"Fuselage","5310","AALA202212292322","other",0,"FUSELAGE MAIN, STRUCTURE"
30097,29,"Hydraulic Power","2910","AALA202211165954","engine",3,"HYDRAULIC SYSTEM, MAIN"
29531,25,"Equipment / Furnishings","2530","AALA202212050235","oven",1,"BUFFET/GALLEYS"
31141,52,"Doors","5250","AALA202212053111","door",0,"FIXED INNER DOORS"
29554,53,"Fuselage","5320","AALA202212209261","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29571,52,"Doors","5250","AALA202212060096","latch",0,"FIXED INNER DOORS"
30905,53,"Fuselage","5320","AALA202212131180","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30905,53,"Fuselage","5320","AALA202212137447","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30903,55,"Stabilizers","5510","AALA202212065118","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29544,33,"Lights","3350","AALA202510247220","other",1,"EMERGENCY LIGHTING"
30903,55,"Stabilizers","5510","AALA202212067974","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29506,53,"Fuselage","5310","AALA202212142634","other",0,"FUSELAGE MAIN, STRUCTURE"
29508,53,"Fuselage","5340","AALA202212143763","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31261,26,"Fire Protection","2610","AALA202212091496","other",2,"DETECTION SYSTEM"
30095,33,"Lights","3350","AALA202212150023","pack",1,"EMERGENCY LIGHTING"
30095,33,"Lights","3350","AALA202212154454","pack",1,"EMERGENCY LIGHTING"
29505,53,"Fuselage","5320","AALA202301186147","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30095,53,"Fuselage","5310","AALA202212191556","door",0,"FUSELAGE MAIN, STRUCTURE"
29554,53,"Fuselage","5320","AALA202212201940","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29554,53,"Fuselage","5320","AALA202212217864","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5320","AALA202212235974","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31105,25,"Equipment / Furnishings","2560","AALA202211034474","door",1,"EMERGENCY EQUIPMENT"
29508,53,"Fuselage","5320","AALA202212275497","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29557,27,"Flight Controls","2740","AALA202211072964","other",3,"STABILIZER CONTROL SYSTEM"
33323,25,"Equipment / Furnishings","2560","AALA202301036554","door",1,"EMERGENCY EQUIPMENT"
31197,25,"Equipment / Furnishings","2560","AALA202211114703","door",1,"EMERGENCY EQUIPMENT"
29504,53,"Fuselage","5320","AALA202211142047","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5310","AALA202211145076","other",0,"FUSELAGE MAIN, STRUCTURE"
29504,53,"Fuselage","5340","AALA202211141112","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29506,53,"Fuselage","5320","AALA202211157140","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5320","AALA202211157858","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40584,53,"Fuselage","5320","AALA202301061837","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30098,25,"Equipment / Furnishings","2560","AALA202301103865","door",1,"EMERGENCY EQUIPMENT"
29555,53,"Fuselage","5320","AALA202211211400","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,53,"Fuselage","5320","AALA202211224192","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40583,53,"Fuselage","5310","AALA202211237928","other",0,"FUSELAGE MAIN, STRUCTURE"
29504,53,"Fuselage","5320","AALA202211231162","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40583,53,"Fuselage","5320","AALA202211257308","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30903,53,"Fuselage","5320","AALA202211234961","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40583,57,"Wings","5740","AALA202211256970","control rod",0,"WING, ATTACH FITTINGS"
29536,53,"Fuselage","5330","AALA202211309851","hinge",0,"FUSELAGE MAIN, PLATE/SKIN"
29548,57,"Wings","5750","AALA202211308315","other",0,"WING, CONTROL SURFACES"
31109,53,"Fuselage","5320","AALA202211308920","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29505,53,"Fuselage","5310","AALA202301128973","other",0,"FUSELAGE MAIN, STRUCTURE"
29532,28,"Fuel","2820","AALA202212134103","pump",1,"ACFT FUEL DISTRIB. SYSTEM"
29508,53,"Fuselage","5320","AALA202212138776","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31280,56,"Windows","5610","AALA202212134946","window",3,"FLIGHT COMPARTMENT WINDOWS"
30905,53,"Fuselage","5320","AALA202212079745","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33233,33,"Lights","3350","AALA202212197519","other",1,"EMERGENCY LIGHTING"
29505,53,"Fuselage","5320","AALA202212226814","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31111,55,"Stabilizers","5510","AALA202212239994","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29508,53,"Fuselage","5310","AALA202212277251","other",0,"FUSELAGE MAIN, STRUCTURE"
29506,53,"Fuselage","5320","AALA202211292285","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30084,53,"Fuselage","5340","AALA202211302308","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
30084,53,"Fuselage","5340","AALA202211300097","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
30084,53,"Fuselage","5340","AALA202211309349","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29537,33,"Lights","3350","AALA202212051367","door",1,"EMERGENCY LIGHTING"
31145,25,"Equipment / Furnishings","2560","AALA202212050118","door",1,"EMERGENCY EQUIPMENT"
29505,53,"Fuselage","5320","AALA202301183694","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33488,57,"Wings","5730","AALA202212147828","panel",0,"WING, PLATES/SKINS"
31111,53,"Fuselage","5320","AALA202212204954","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31111,53,"Fuselage","5320","AALA202212207920","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29554,53,"Fuselage","5310","AALA202212213501","other",0,"FUSELAGE MAIN, STRUCTURE"
31111,55,"Stabilizers","5510","AALA202212233923","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33343,25,"Equipment / Furnishings","2560","AALA202212237539","door",1,"EMERGENCY EQUIPMENT"
29508,53,"Fuselage","5320","AALA202212273124","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33318,52,"Doors","5210","AALA202211087314","door",0,"PASSENGER/CREW DOORS"
33343,53,"Fuselage","5320","AALA202301038460","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31139,33,"Lights","3350","AALA202211147373","pack",1,"EMERGENCY LIGHTING"
29504,53,"Fuselage","5320","AALA202211148155","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29504,53,"Fuselage","5320","AALA202211147151","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40584,53,"Fuselage","5320","AALA202301042932","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,53,"Fuselage","5320","AALA202211157687","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40766,52,"Doors","5250","AALA202211171464","door",0,"FIXED INNER DOORS"
30079,27,"Flight Controls","2700","AALA202211211280","switch",3,"FLIGHT CONTROL SYSTEM"
31190,24,"Electrical Power","2420","AALA202301100111","engine",3,"AC GENERATION SYSTEM"
29503,53,"Fuselage","5320","AALA202211189757","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30090,52,"Doors","5210","AALA202211187562","door",0,"PASSENGER/CREW DOORS"
30079,52,"Doors","5210","AALA202211219920","door",3,"PASSENGER/CREW DOORS"
44470,52,"Doors","5250","AALA202211213288","door",0,"FIXED INNER DOORS"
33321,52,"Doors","5250","AALA202211213946","door",0,"FIXED INNER DOORS"
31127,25,"Equipment / Furnishings","2560","AALA202211219696","door",1,"EMERGENCY EQUIPMENT"
29555,53,"Fuselage","5320","AALA202211216659","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31157,27,"Flight Controls","2710","AALA202211275844","sensor",3,"AILERON CONTROL SYSTEM"
29504,53,"Fuselage","5320","AALA202211294155","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31109,53,"Fuselage","5320","AALA202211292029","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30084,53,"Fuselage","5340","AALA202211308842","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
30905,53,"Fuselage","5310","AALA202212014010","other",0,"FUSELAGE MAIN, STRUCTURE"
33327,52,"Doors","5250","AALA202212090173","door",0,"FIXED INNER DOORS"
44458,30,"Ice And Rain Protection","3040","AALA202212126917","window",3,"WINDSHIELD/DOOR RAIN/ICE REMOVAL"
31197,25,"Equipment / Furnishings","2560","AALA202212120118","door",1,"EMERGENCY EQUIPMENT"
29546,55,"Stabilizers","5510","AALA202301125254","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31109,53,"Fuselage","5320","AALA202212062640","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33348,25,"Equipment / Furnishings","2560","AALA202212217889","door",1,"EMERGENCY EQUIPMENT"
31111,55,"Stabilizers","5510","AALA202212213654","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33328,52,"Doors","5250","AALA202212067786","door",0,"FIXED INNER DOORS"
29510,53,"Fuselage","5320","AALA202301183911","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31218,26,"Fire Protection","2610","AALA202212078907","engine",3,"DETECTION SYSTEM"
29505,53,"Fuselage","5320","AALA202301181433","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44474,75,"Bleed Air","7510","AALA202212196876","engine",3,"ENGINE ANTI-ICING SYSTEM"
31111,53,"Fuselage","5320","AALA202212207138","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31111,53,"Fuselage","5310","AALA202212204851","other",0,"FUSELAGE MAIN, STRUCTURE"
30085,52,"Doors","5250","AALA202212205862","door",0,"FIXED INNER DOORS"
30082,38,"Water / Waste","3830","AALA202212205147","sensor",3,"WASTE DISPOSAL SYSTEM"
31109,53,"Fuselage","5310","AALA202212228190","other",0,"FUSELAGE MAIN, STRUCTURE"
31253,52,"Doors","5250","AALA202212239320","latch",0,"FIXED INNER DOORS"
31111,55,"Stabilizers","5510","AALA202212232888","other",0,"HORIZONTAL STABILIZER STRUCTURE"
33343,53,"Fuselage","5320","AALA202212232048","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5320","AALA202212275020","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5320","AALA202212270687","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31197,52,"Doors","5250","AALA202211031481","latch",0,"FIXED INNER DOORS"
29544,53,"Fuselage","5310","AALA202212283833","door",0,"FUSELAGE MAIN, STRUCTURE"
33343,53,"Fuselage","5310","AALA202212284199","other",0,"FUSELAGE MAIN, STRUCTURE"
29509,52,"Doors","5210","AALA202211090174","door",0,"PASSENGER/CREW DOORS"
33489,53,"Fuselage","5340","AALA202211098666","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29525,52,"Doors","5270","AALA202211086264","switch",0,"DOOR WARNING SYSTEM"
29505,53,"Fuselage","5320","AALA202301104882","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44485,25,"Equipment / Furnishings","2530","AALA202211178343","oven",1,"BUFFET/GALLEYS"
29503,53,"Fuselage","5310","AALA202211151133","other",0,"FUSELAGE MAIN, STRUCTURE"
29508,55,"Stabilizers","5510","AALA202301061291","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31103,33,"Lights","3350","AALA202511173919","other",1,"EMERGENCY LIGHTING"
29554,55,"Stabilizers","5510","AALA202301094357","other",0,"HORIZONTAL STABILIZER STRUCTURE"
40584,53,"Fuselage","5320","AALA202301104808","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29503,53,"Fuselage","5320","AALA202211180971","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29555,55,"Stabilizers","5510","AALA202211212204","other",0,"HORIZONTAL STABILIZER STRUCTURE"
44459,25,"Equipment / Furnishings","2560","AALA202211251619","door",3,"EMERGENCY EQUIPMENT"
29562,53,"Fuselage","5320","AALA202211281483","switch",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31099,53,"Fuselage","5340","AALA202211302752","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29518,25,"Equipment / Furnishings","2560","AALA202212012790","pack",3,"EMERGENCY EQUIPMENT"
29512,53,"Fuselage","5320","AALA202302215114","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31262,26,"Fire Protection","2610","AALA202212025735","sensor",3,"DETECTION SYSTEM"
30598,25,"Equipment / Furnishings","2560","AALA202212021100","battery",1,"EMERGENCY EQUIPMENT"
44476,33,"Lights","3350","AALA202212205515","other",1,"EMERGENCY LIGHTING"
40580,25,"Equipment / Furnishings","2560","AALA202212125608","door",1,"EMERGENCY EQUIPMENT"
29503,55,"Stabilizers","5520","AALA202212139992","other",0,"ELEVATOR STRUCTURE"
29505,53,"Fuselage","5320","AALA202212169387","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30095,33,"Lights","3350","AALA202212157810","pack",1,"EMERGENCY LIGHTING"
44462,52,"Doors","5250","AALA202212168230","latch",0,"FIXED INNER DOORS"
33343,53,"Fuselage","5320","AALA202212298082","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33343,53,"Fuselage","5310","AALA202212299457","control rod",0,"FUSELAGE MAIN, STRUCTURE"
31109,53,"Fuselage","5310","AALA202212220177","control rod",0,"FUSELAGE MAIN, STRUCTURE"
31109,53,"Fuselage","5310","AALA202212225377","other",0,"FUSELAGE MAIN, STRUCTURE"
30085,56,"Windows","5610","AALA202212227111","window",3,"FLIGHT COMPARTMENT WINDOWS"
33314,53,"Fuselage","5310","AALA202406106376","other",0,"FUSELAGE MAIN, STRUCTURE"
29505,53,"Fuselage","5320","AALA202301258353","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5320","AALA202212277895","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31161,25,"Equipment / Furnishings","2560","AALA202212276602","other",1,"EMERGENCY EQUIPMENT"
31272,52,"Doors","5250","AALA202211039805","door",0,"FIXED INNER DOORS"
31190,52,"Doors","5210","AALA202211077024","latch",3,"PASSENGER/CREW DOORS"
33314,52,"Doors","5250","AALA202211071559","door",0,"FIXED INNER DOORS"
29506,53,"Fuselage","5320","AALA202211088741","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29545,53,"Fuselage","5330","AALA202301030278","other",0,"FUSELAGE MAIN, PLATE/SKIN"
33343,53,"Fuselage","5320","AALA202301032035","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29503,53,"Fuselage","5310","AALA202211141698","other",0,"FUSELAGE MAIN, STRUCTURE"
29503,53,"Fuselage","5320","AALA202211149292","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33240,53,"Fuselage","5340","AALA202211141739","hinge",0,"FUSELAGE MAIN, ATTACH FITTINGS"
